"id","date","name"
"600468","As Of 27 Nov 2019","US SMALL CAP VALUE"
"984000","As Of 27 Nov 2019","USA"
"706176","As Of 27 Nov 2019","USA DIVERSIFIED MULTIPLE-FACTOR"
"705973","As Of 27 Nov 2019","USA ENHANCED VALUE"
"129858","As Of 27 Nov 2019","USA EQUAL WEIGHTED"
"723912","As Of 27 Nov 2019","USA ESG ENHANCED FOCUS"
"700719","As Of 27 Nov 2019","USA ESG LEADERS"
"728545","As Of 27 Nov 2019","USA ESG LEADERS SELECT 5% ISSUER CAP"
"721417","As Of 27 Nov 2019","USA ESG SCREENED"
"727215","As Of 27 Nov 2019","USA ESG UNIVERSAL SELECT"
"105825","As Of 27 Nov 2019","USA GROWTH"
"701600","As Of 27 Nov 2019","USA HIGH DIVIDEND YIELD"
"705554","As Of 27 Nov 2019","USA IMI CORE REAL ESTATE VOLATILITY TILT"
"129877","As Of 27 Nov 2019","USA INFRASTRUCTURE"
"702719","As Of 27 Nov 2019","USA INFRASTRUCTURE 20/35 CAPPED"
"136353","As Of 27 Nov 2019","USA ISLAMIC"
"650040","As Of 27 Nov 2019","USA LARGE CAP"
"139015","As Of 27 Nov 2019","USA LEVERAGED 2X DAILY"
"652557","As Of 27 Nov 2019","USA MID CAP"
"705284","As Of 27 Nov 2019","USA MID CAP EQUAL WEIGHTED"
"730531","As Of 27 Nov 2019","USA MIN VOL ESG REDUCED CARBON TARGET"
"139133","As Of 27 Nov 2019","USA MINIMUM VOLATILITY (USD)"
"703025","As Of 27 Nov 2019","USA MOMENTUM"
"706656","As Of 27 Nov 2019","USA PRIME VALUE"
"702789","As Of 27 Nov 2019","USA QUALITY"
"707759","As Of 27 Nov 2019","USA SEB SRI POLICY A"
"705911","As Of 27 Nov 2019","USA SECTOR NEUTRAL QUALITY"
"706732","As Of 27 Nov 2019","USA SELECT DYNAMIC 50% RISK WEIGHTED"
"718008","As Of 27 Nov 2019","USA SELECT ESG RATING &amp; TREND LEADERS"
"712307","As Of 27 Nov 2019","USA SELECT FACTOR MIX"
"106229","As Of 27 Nov 2019","USA SMALL CAP"
"139249","As Of 27 Nov 2019","USA SMALL CAP VALUE WEIGHTED"
"701198","As Of 27 Nov 2019","USA SRI"
"709592","As Of 27 Nov 2019","USA SRI 5% ISSUER CAPPED"
"724783","As Of 27 Nov 2019","USA SRI S-SERIES 5% CAPPED"
"706680","As Of 27 Nov 2019","USA TOTAL SHAREHOLDER YIELD"
"105826","As Of 27 Nov 2019","USA VALUE"
"720344","As Of 27 Nov 2019","USA VALUE EXPOSURE SELECT"
"700836","As Of 27 Nov 2019","USA VALUE WEIGHTED"
"722756","As Of 27 Nov 2019","USA/BANKS 20-35"
"119000","As Of 27 Nov 2019","USA/CAPITAL GOODS"
"119003","As Of 27 Nov 2019","USA/COMML SVC &amp; SUPPL"
"119009","As Of 27 Nov 2019","USA/CONS DUR &amp; APPAREL"
"119008","As Of 27 Nov 2019","USA/CONSUMER DISCR"
"119010","As Of 27 Nov 2019","USA/CONSUMER STAPLES"
"119013","As Of 27 Nov 2019","USA/DIVERS FINANC"
"119019","As Of 27 Nov 2019","USA/ENERGY"
"119022","As Of 27 Nov 2019","USA/FINANCIALS"
"119025","As Of 27 Nov 2019","USA/FOOD BEV &amp; TOBACCO"
"119029","As Of 27 Nov 2019","USA/H CARE EQUIP &amp; SVC"
"119028","As Of 27 Nov 2019","USA/HEALTH CARE"
"119038","As Of 27 Nov 2019","USA/INDUSTRIALS"
"119039","As Of 27 Nov 2019","USA/INFORMATION TECH"
"119040","As Of 27 Nov 2019","USA/INSURANCE"
"119048","As Of 27 Nov 2019","USA/MATERIALS"
"119060","As Of 27 Nov 2019","USA/PHARM BIO&amp;LIFE SCI"
"119061","As Of 27 Nov 2019","USA/REAL ESTATE"
"119063","As Of 27 Nov 2019","USA/RETAILING"
"778421","As Of 27 Nov 2019","USA/SEMI &amp; SEMI EQUIP"
"119067","As Of 27 Nov 2019","USA/SOFTWARE &amp; SERVICES"
"119077","As Of 27 Nov 2019","USA/UTILITIES"
"136647","As Of 27 Nov 2019","VIETNAM"
"990100","As Of 27 Nov 2019","WORLD"
"700653","As Of 27 Nov 2019","WORLD (CNY)"
"703845","As Of 27 Nov 2019","WORLD CATHOLIC VALUES CUSTOM"
"726315","As Of 27 Nov 2019","WORLD CLIMATE CHANGE"
"706146","As Of 27 Nov 2019","WORLD CORE INFRASTRUCTURE"
"726882","As Of 27 Nov 2019","WORLD CUSTOM ESG CLIMATE SERIES A"
"711805","As Of 27 Nov 2019","WORLD DIV MULTIPLE 3-FACTOR SELECT"
"706048","As Of 27 Nov 2019","WORLD DIVERSIFIED FACTOR MIX"
"706536","As Of 27 Nov 2019","WORLD DIVERSIFIED MULTIPLE-FACTOR"
"705130","As Of 27 Nov 2019","WORLD ENHANCED VALUE"
"129857","As Of 27 Nov 2019","WORLD EQUAL WEIGHTED"
"723911","As Of 27 Nov 2019","WORLD ESG ENHANCED FOCUS"
"700713","As Of 27 Nov 2019","WORLD ESG LEADERS"
"728544","As Of 27 Nov 2019","WORLD ESG LEADERS SELECT 5% ISSUER CAP"
"721415","As Of 27 Nov 2019","WORLD ESG SCREENED"
"727213","As Of 27 Nov 2019","WORLD ESG UNIVERSAL SELECT"
"712141","As Of 27 Nov 2019","WORLD ESG YIELD SELECT VARIANCE"
"105867","As Of 27 Nov 2019","WORLD GROWTH"
"136064","As Of 27 Nov 2019","WORLD HIGH DIVIDEND YIELD"
"725054","As Of 27 Nov 2019","WORLD IMI SEL SUSTAINABLE IMPACT TOP 20"
"728121","As Of 27 Nov 2019","WORLD IMPACT ESG SEL CHILDREN RIGHTS"
"129867","As Of 27 Nov 2019","WORLD INFRASTRUCTURE"
"136123","As Of 27 Nov 2019","WORLD ISLAMIC"
"650038","As Of 27 Nov 2019","WORLD LARGE CAP"
"705714","As Of 27 Nov 2019","WORLD LOW CARBON LEADERS"
"652555","As Of 27 Nov 2019","WORLD MID CAP"
"705043","As Of 27 Nov 2019","WORLD MID CAP EQUAL WEIGHTED"
"730529","As Of 27 Nov 2019","WORLD MIN VOL ESG REDUCED CARBON TARGET"
"129896","As Of 27 Nov 2019","WORLD MINIMUM VOLATILITY (USD)"
"703755","As Of 27 Nov 2019","WORLD MOMENTUM"
"702787","As Of 27 Nov 2019","WORLD QUALITY"
"701077","As Of 27 Nov 2019","WORLD RISK WEIGHTED"
"726901","As Of 27 Nov 2019","WORLD ROBOTICS AI AND CLOUD TECH SEL ESG"
"705169","As Of 27 Nov 2019","WORLD SECTOR NEUTRAL QUALITY"
"720289","As Of 27 Nov 2019","WORLD SEL 5-FACTOR ESG LOW CARBON TARGET"
"725682","As Of 27 Nov 2019","WORLD SELECT ESG 30"
"718066","As Of 27 Nov 2019","WORLD SELECT ESG RATING &amp; TREND LEADERS"
"715225","As Of 27 Nov 2019","WORLD SELECT FACTOR MIX"
"711754","As Of 27 Nov 2019","WORLD SELECT SRI"
"106230","As Of 27 Nov 2019","WORLD SMALL CAP"
"726081","As Of 27 Nov 2019","WORLD SMALL CAP CUST ESG LOW CARBON"
"701194","As Of 27 Nov 2019","WORLD SRI"
"709767","As Of 27 Nov 2019","WORLD SRI 5% ISSUER CAPPED"
"724782","As Of 27 Nov 2019","WORLD SRI S-SERIES 5% CAPPED"
"105868","As Of 27 Nov 2019","WORLD VALUE"
"720342","As Of 27 Nov 2019","WORLD VALUE EXPOSURE SELECT"
"701268","As Of 27 Nov 2019","WORLD ex CONTROVERSIAL WEAPONS"
"106330","As Of 27 Nov 2019","WORLD ex EMU"
"106332","As Of 27 Nov 2019","WORLD ex EUROPE"
"729315","As Of 27 Nov 2019","WORLD ex NORDIC COUNTRIES"
"722032","As Of 27 Nov 2019","WORLD ex SELECT CONTROVERSIES"
"703646","As Of 27 Nov 2019","WORLD ex TOBACCO ex CONTRO WEAPONS"
"991000","As Of 27 Nov 2019","WORLD ex USA"
"728919","As Of 27 Nov 2019","WRLD SEL ESG CIRCULAR ECO &amp; RENEW ENERGY"
"106812","As Of 27 Nov 2019","WRLD/AUTO &amp; COMPONENTS"
"107055","As Of 27 Nov 2019","WRLD/AUTO COMPONENTS"
"107067","As Of 27 Nov 2019","WRLD/BANKS"
"106809","As Of 27 Nov 2019","WRLD/CAPITAL GOODS"
"106804","As Of 27 Nov 2019","WRLD/COMM SVC"
"106811","As Of 27 Nov 2019","WRLD/COMML &amp; PROF SVC"
"106902","As Of 27 Nov 2019","WRLD/CONS DUR &amp; APPAREL"
"106799","As Of 27 Nov 2019","WRLD/CONSUMER DISCR"
"106800","As Of 27 Nov 2019","WRLD/CONSUMER STAPLES"
"106814","As Of 27 Nov 2019","WRLD/CONSUMER SVC"
"106823","As Of 27 Nov 2019","WRLD/DIVERS FINANC"
"106796","As Of 27 Nov 2019","WRLD/ENERGY"
"106802","As Of 27 Nov 2019","WRLD/FINANCIALS"
"106838","As Of 27 Nov 2019","WRLD/FOOD &amp; STAPLES RETL"
"106817","As Of 27 Nov 2019","WRLD/FOOD BEV &amp; TOBACCO"
"106801","As Of 27 Nov 2019","WRLD/HEALTH CARE"
"106813","As Of 27 Nov 2019","WRLD/HOUSE &amp; PERS PROD"
"106798","As Of 27 Nov 2019","WRLD/INDUSTRIALS"
"106803","As Of 27 Nov 2019","WRLD/INFORMATION TECH"
"107069","As Of 27 Nov 2019","WRLD/INSURANCE"
"106807","As Of 27 Nov 2019","WRLD/MATERIALS"
"106816","As Of 27 Nov 2019","WRLD/MEDIA &amp; ENT"
"106819","As Of 27 Nov 2019","WRLD/PHARM BIO&amp;LIFE SCI"
"106824","As Of 27 Nov 2019","WRLD/REAL ESTATE"
"132085","As Of 27 Nov 2019","WRLD/REAL ESTATE"
"106815","As Of 27 Nov 2019","WRLD/RETAILING"
"778295","As Of 27 Nov 2019","WRLD/SEMI &amp; SEMI EQUIP"
"106826","As Of 27 Nov 2019","WRLD/SOFTWARE &amp; SERVICES"
"106810","As Of 27 Nov 2019","WRLD/TRANSPORTATION"
"106828","As Of 27 Nov 2019","WRLD/UTILITIES"
